,location,size,total_sqft,bath,price,bhk
5028,Marathahalli,3 BHK,1550.0,3.0,83.0,3
5029,Marathahalli,2 BHK,1350.0,2.0,86.0,2
5030,Marathahalli,2 BHK,957.0,2.0,47.0,2
5032,Marathahalli,2 BHK,1230.0,2.0,57.0,2
5033,Marathahalli,2 BHK,1200.0,2.0,58.0,2
5035,Marathahalli,1 BHK,607.0,1.0,35.0,1
5036,Marathahalli,3 BHK,1583.0,3.0,109.0,3
5037,Marathahalli,2 BHK,1075.0,2.0,52.43,2
5038,Marathahalli,2 BHK,1360.0,2.0,103.0,2
5039,Marathahalli,2 BHK,1220.0,2.0,58.5,2
5040,Marathahalli,2 BHK,950.0,2.0,45.68,2
5041,Marathahalli,1 BHK,615.0,1.0,44.0,1
5042,Marathahalli,3 BHK,1595.0,3.0,90.0,3
5043,Marathahalli,2 BHK,1350.0,2.0,89.0,2
5044,Marathahalli,2 BHK,1020.0,2.0,57.0,2
5045,Marathahalli,2 BHK,1600.0,3.0,88.0,2
5046,Marathahalli,1 BHK,780.0,1.0,55.0,1
5047,Marathahalli,3 BHK,1710.0,3.0,100.0,3
5049,Marathahalli,2 BHK,1358.0,2.0,81.0,2
5050,Marathahalli,2 BHK,1205.0,2.0,75.0,2
5051,Marathahalli,3 BHK,1730.0,3.0,110.0,3
5052,Marathahalli,3 BHK,1583.0,3.0,115.0,3
5053,Marathahalli,2 BHK,1200.0,2.0,67.0,2
5054,Marathahalli,2 BHK,1095.0,2.0,60.0,2
5055,Marathahalli,2 BHK,1060.0,2.0,48.0,2
5056,Marathahalli,2 BHK,1050.0,2.0,65.0,2
5057,Marathahalli,2 BHK,1102.0,2.0,53.67,2
5058,Marathahalli,2 BHK,1026.0,2.0,49.95,2
5061,Marathahalli,2 BHK,1220.0,2.0,59.0,2
5062,Marathahalli,2 BHK,881.0,2.0,48.06,2
5064,Marathahalli,3 BHK,1710.0,3.0,100.0,3
5065,Marathahalli,3 BHK,1680.0,3.0,105.0,3
5066,Marathahalli,3 BHK,1910.0,3.0,119.0,3
5067,Marathahalli,2 BHK,1602.0,2.0,104.0,2
5068,Marathahalli,1 BHK,700.0,1.0,38.0,1
5069,Marathahalli,3 BHK,1469.0,3.0,89.0,3
5071,Marathahalli,3 BHK,1690.0,3.0,116.0,3
5072,Marathahalli,2 BHK,1065.0,2.0,55.0,2
5073,Marathahalli,3 BHK,1693.0,3.0,125.0,3
5074,Marathahalli,3 BHK,1693.0,3.0,125.0,3
5075,Marathahalli,2 BHK,1196.0,2.0,57.9,2
5076,Marathahalli,3 BHK,1595.0,3.0,88.0,3
5077,Marathahalli,3 BHK,2122.0,3.0,125.0,3
5078,Marathahalli,3 BHK,1730.0,3.0,115.0,3
5081,Marathahalli,2 BHK,1125.0,2.0,55.0,2
5082,Marathahalli,3 BHK,1950.0,3.0,115.0,3
5083,Marathahalli,2 BHK,1250.0,2.0,68.0,2
5084,Marathahalli,2 BHK,1125.0,2.0,56.8,2
5085,Marathahalli,2 BHK,1350.0,2.0,90.0,2
5086,Marathahalli,2 BHK,1200.0,2.0,53.0,2
5087,Marathahalli,4 BHK,2500.0,5.0,175.0,4
5088,Marathahalli,2 BHK,957.0,2.0,47.0,2
5091,Marathahalli,2 BHK,1350.0,2.0,60.0,2
5092,Marathahalli,4 BHK,3400.0,4.0,235.0,4
5093,Marathahalli,2 BHK,1350.0,2.0,99.0,2
5095,Marathahalli,2 BHK,1285.0,2.0,55.0,2
5096,Marathahalli,4 BHK,2500.0,5.0,181.0,4
5097,Marathahalli,4 BHK,3800.0,4.0,235.0,4
5098,Marathahalli,4 BHK,3951.0,4.0,230.0,4
5099,Marathahalli,2 BHK,1125.0,2.0,54.8,2
5100,Marathahalli,3 BHK,1700.0,3.0,126.0,3
5102,Marathahalli,2 BHK,1270.0,2.0,73.0,2
5104,Marathahalli,2 BHK,950.0,2.0,46.7,2
5105,Marathahalli,3 BHK,1550.0,3.0,85.0,3
5106,Marathahalli,2 BHK,1019.0,2.0,49.86,2
5107,Marathahalli,2 BHK,1144.0,2.0,65.0,2
5108,Marathahalli,2 BHK,1240.0,2.0,55.0,2
5109,Marathahalli,1 BHK,1100.0,2.0,75.0,1
5110,Marathahalli,2 BHK,1156.0,2.0,52.0,2
5111,Marathahalli,4 BHK,2524.0,5.0,180.0,4
5112,Marathahalli,2 BHK,1135.0,2.0,60.0,2
5113,Marathahalli,3 BHK,1839.0,3.0,130.0,3
5114,Marathahalli,2 BHK,1170.0,2.0,85.0,2
5115,Marathahalli,2 BHK,1102.0,2.0,53.67,2
5116,Marathahalli,3 BHK,1108.0,2.0,60.0,3
5117,Marathahalli,3 BHK,1449.0,3.0,110.0,3
5118,Marathahalli,2 BHK,1360.0,2.0,101.0,2
5119,Marathahalli,2 BHK,1026.0,2.0,50.18,2
5122,Marathahalli,2 BHK,1270.0,2.0,80.0,2
5123,Marathahalli,2 BHK,1100.0,2.0,50.0,2
5124,Marathahalli,2 BHK,1196.0,2.0,57.95,2
5126,Marathahalli,3 BHK,1485.0,2.0,90.0,3
5127,Marathahalli,2 BHK,1146.0,2.0,69.0,2
5128,Margondanahalli,2 Bedroom,1090.0,2.0,58.0,2
5129,Margondanahalli,2 Bedroom,1200.0,2.0,58.5,2
5130,Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2
5132,Margondanahalli,2 Bedroom,1000.0,2.0,57.0,2
5134,Margondanahalli,2 Bedroom,600.0,2.0,35.0,2
5135,Margondanahalli,2 Bedroom,1200.0,2.0,69.0,2
5136,Margondanahalli,2 Bedroom,900.0,2.0,49.0,2
5137,Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2
5138,Margondanahalli,2 Bedroom,1100.0,2.0,55.0,2
5139,Margondanahalli,2 Bedroom,1152.0,1.0,66.0,2
5141,Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2
5142,Margondanahalli,2 Bedroom,1050.0,2.0,58.0,2
5143,Margondanahalli,2 Bedroom,1160.0,2.0,65.0,2
5144,Margondanahalli,2 BHK,1334.0,2.0,67.76,2
5145,Marsur,4 Bedroom,1800.0,4.0,145.0,4
5146,Marsur,3 Bedroom,1200.0,3.0,90.0,3
5147,Marsur,3 Bedroom,1200.0,3.0,120.0,3
5148,Mico Layout,9 BHK,5000.0,9.0,210.0,9
5149,Mico Layout,3 BHK,1550.0,2.0,65.0,3
5150,Mico Layout,2 BHK,1125.0,2.0,40.0,2
5151,Mico Layout,2 BHK,1190.0,2.0,39.25,2
5152,Mico Layout,1 BHK,800.0,1.0,29.5,1
5153,Mico Layout,3 BHK,1250.0,2.0,44.0,3
5154,Mico Layout,2 BHK,1171.0,2.0,39.0,2
5155,Mico Layout,2 BHK,1200.0,2.0,53.5,2
5156,Mico Layout,3 BHK,1670.0,3.0,59.0,3
5157,Mico Layout,2 BHK,1140.0,2.0,43.0,2
5158,Munnekollal,2 BHK,1170.0,2.0,52.0,2
5159,Munnekollal,2 BHK,1102.0,2.0,53.67,2
5160,Munnekollal,3 BHK,1390.0,3.0,68.0,3
5161,Munnekollal,2 BHK,1200.0,2.0,49.5,2
5162,Munnekollal,2 BHK,950.0,2.0,46.5,2
5163,Munnekollal,3 BHK,1560.0,3.0,75.0,3
5164,Munnekollal,3 BHK,1750.0,3.0,86.5,3
5165,Munnekollal,3 BHK,1385.0,2.0,66.5,3
5166,Munnekollal,2 BHK,1080.0,2.0,45.0,2
5167,Munnekollal,2 BHK,1170.0,2.0,59.0,2
5169,Munnekollal,3 BHK,1200.0,2.0,57.9,3
5170,Munnekollal,2 BHK,1030.0,2.0,50.36,2
5171,Murugeshpalya,2 BHK,1296.0,2.0,81.0,2
5172,Murugeshpalya,3 BHK,1550.0,3.0,74.0,3
5173,Murugeshpalya,3 BHK,1845.0,3.0,91.0,3
5174,Murugeshpalya,2 BHK,1185.0,2.0,85.0,2
5175,Murugeshpalya,2 BHK,1225.0,2.0,48.0,2
5176,Murugeshpalya,3 BHK,1930.0,3.0,75.0,3
5177,Murugeshpalya,3 BHK,1600.0,2.0,65.0,3
5178,Murugeshpalya,3 BHK,1344.0,2.0,56.0,3
5179,Murugeshpalya,3 BHK,1500.0,2.0,70.0,3
5180,Murugeshpalya,3 BHK,1855.0,3.0,96.0,3
5181,Murugeshpalya,2 BHK,1175.0,2.0,75.0,2
5182,Mysore Road,2 BHK,1175.0,2.0,73.5,2
5183,Mysore Road,3 BHK,1710.0,4.0,91.31,3
5184,Mysore Road,2 BHK,1020.0,2.0,48.95,2
5185,Mysore Road,2 BHK,1175.0,2.0,73.5,2
5186,Mysore Road,2 BHK,1070.0,2.0,45.0,2
5187,Mysore Road,2 BHK,1239.0,2.0,53.0,2
5188,Mysore Road,2 BHK,1060.0,2.0,62.0,2
5189,Mysore Road,2 BHK,980.0,2.0,45.47,2
5190,Mysore Road,2 BHK,883.0,2.0,40.0,2
5191,Mysore Road,3 BHK,1525.0,3.0,96.0,3
5192,Mysore Road,2 BHK,1200.0,2.0,65.0,2
5196,Mysore Road,2 BHK,883.0,2.0,40.95,2
5197,Mysore Road,2 BHK,1070.0,2.0,49.65,2
5199,Mysore Road,2 BHK,883.0,2.0,50.0,2
5200,Mysore Road,2 BHK,1155.0,2.0,51.0,2
5201,Mysore Road,2 BHK,1003.0,2.0,43.0,2
5202,Mysore Road,2 BHK,1237.0,2.0,73.0,2
5203,Mysore Road,2 BHK,883.0,2.0,45.0,2
5204,Mysore Road,2 BHK,1170.0,2.0,65.0,2
5205,Mysore Road,2 BHK,1029.5,2.0,50.855,2
5206,Mysore Road,2 BHK,940.0,2.0,43.61,2
5208,Mysore Road,2 BHK,1020.0,2.0,48.95,2
5209,Mysore Road,3 BHK,1568.0,2.0,100.0,3
5211,Mysore Road,3 BHK,1560.0,2.0,83.3,3
5212,Mysore Road,2 BHK,1175.0,2.0,70.5,2
5213,Mysore Road,3 BHK,1080.0,2.0,60.0,3
5215,Mysore Road,2 BHK,883.0,2.0,37.0,2
5217,NGR Layout,2 BHK,1020.0,2.0,45.9,2
5218,NGR Layout,2 BHK,1105.0,2.0,49.73,2
5219,NGR Layout,2 BHK,1022.0,2.0,45.9,2
5220,NGR Layout,2 BHK,1020.0,2.0,45.0,2
5221,NGR Layout,2 BHK,1019.0,2.0,45.9,2
5222,NGR Layout,2 BHK,1020.0,2.0,46.0,2
5223,NGR Layout,2 BHK,1021.0,2.0,46.0,2
5224,NGR Layout,2 BHK,1021.0,2.0,45.9,2
5225,NRI Layout,3 BHK,1565.0,2.0,75.0,3
5226,NRI Layout,5 BHK,2500.0,5.0,130.0,5
5227,NRI Layout,2 BHK,1125.0,2.0,45.56,2
5228,NRI Layout,4 Bedroom,2150.0,4.0,115.0,4
5229,NRI Layout,2 Bedroom,1250.0,2.0,75.0,2
5230,NRI Layout,3 BHK,1789.0,3.0,75.0,3
5231,NRI Layout,3 BHK,1731.0,3.0,64.11,3
5232,NRI Layout,2 Bedroom,2400.0,2.0,125.0,2
5234,Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,3
5235,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2
5237,Nagarbhavi,3 Bedroom,2400.0,3.0,160.0,3
5238,Nagarbhavi,1 BHK,884.0,2.0,36.0,1
5239,Nagarbhavi,2 BHK,1055.0,2.0,55.0,2
5241,Nagarbhavi,2 BHK,1223.0,2.0,60.0,2
5242,Nagarbhavi,2 BHK,956.0,2.0,49.0,2
5244,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2
5247,Nagarbhavi,2 BHK,1145.0,2.0,40.0,2
5248,Nagarbhavi,1 BHK,300.0,1.0,20.0,1
5249,Nagarbhavi,4 Bedroom,1250.0,3.0,175.0,4
5250,Nagarbhavi,1 BHK,710.0,2.0,40.0,1
5252,Nagarbhavi,2 BHK,1212.0,2.0,50.0,2
5253,Nagarbhavi,2 BHK,1020.0,2.0,55.0,2
5255,Nagarbhavi,2 BHK,1120.0,2.0,53.0,2
5257,Nagarbhavi,2 BHK,1146.0,2.0,50.0,2
5259,Nagarbhavi,2 BHK,1190.0,2.0,63.0,2
5261,Nagarbhavi,2 BHK,1050.0,2.0,80.0,2
5262,Nagarbhavi,5 Bedroom,2500.0,3.0,180.0,5
5264,Nagarbhavi,2 Bedroom,1250.0,3.0,170.0,2
5266,Nagarbhavi,3 BHK,1400.0,2.0,135.0,3
5268,Nagarbhavi,2 BHK,1100.0,2.0,46.2,2
5269,Nagarbhavi,2 BHK,1080.0,2.0,49.0,2
5270,Nagarbhavi,4 Bedroom,1800.0,3.0,180.0,4
5271,Nagarbhavi,2 BHK,1225.0,2.0,58.0,2
5272,Nagasandra,2 BHK,980.0,2.0,48.0,2
5273,Nagasandra,4 BHK,2400.0,4.0,145.0,4
5274,Nagasandra,4 Bedroom,7000.0,8.0,450.0,4
5275,Nagasandra,3 BHK,1650.0,3.0,95.0,3
5276,Nagasandra,2 Bedroom,1500.0,2.0,91.0,2
5277,Nagavara,1 Bedroom,400.0,1.0,14.0,1
5278,Nagavara,4 BHK,2172.65,3.0,120.0,4
5280,Nagavara,3 BHK,2319.0,3.0,180.0,3
5281,Nagavara,3 BHK,2430.0,4.0,180.0,3
5282,Nagavara,2 BHK,936.0,2.0,40.2,2
5283,Nagavara,2 BHK,1125.0,2.0,44.5,2
5284,Nagavara,2 BHK,1315.0,2.0,70.0,2
5285,Nagavara,2 BHK,1077.0,2.0,50.0,2
5286,Nagavara,4 BHK,2496.0,4.0,125.0,4
5287,Nagavara,2 BHK,1110.0,2.0,44.95,2
5288,Nagavara,2 BHK,1247.0,2.0,58.56,2
5289,Nagavarapalya,2 BHK,1392.0,2.0,99.0,2
5290,Nagavarapalya,1 BHK,705.0,1.0,52.5,1
5291,Nagavarapalya,3 BHK,1300.0,3.0,80.0,3
5292,Nagavarapalya,1 BHK,705.0,1.0,57.0,1
5293,Nagavarapalya,1 BHK,705.0,1.0,55.0,1
5294,Nagavarapalya,1 BHK,705.0,1.0,57.0,1
5295,Nagavarapalya,2 BHK,1335.0,2.0,110.0,2
5296,Nagavarapalya,2 BHK,1260.0,2.0,85.5,2
5297,Narayanapura,2 BHK,1308.0,2.0,89.04,2
5298,Narayanapura,3 BHK,1566.0,3.0,83.3,3
5299,Narayanapura,3 BHK,1485.0,3.0,85.0,3
5300,Narayanapura,2 BHK,1302.0,2.0,69.1,2
5301,Narayanapura,2 BHK,1308.0,2.0,89.04,2
5302,Narayanapura,3 BHK,2357.0,3.0,135.0,3
5303,Narayanapura,3 BHK,2357.0,3.0,135.0,3
5304,Narayanapura,2 BHK,1469.0,2.0,99.14,2
5305,Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2
5306,Neeladri Nagar,2 BHK,1363.0,2.0,68.0,2
5307,Neeladri Nagar,3 BHK,2556.0,3.0,133.0,3
5308,Neeladri Nagar,1 BHK,674.0,1.0,21.0,1
5309,Neeladri Nagar,1 BHK,527.0,1.0,26.0,1
5310,Neeladri Nagar,3 BHK,1167.0,2.0,38.0,3
5311,Neeladri Nagar,2 BHK,1060.0,2.0,35.0,2
5312,Neeladri Nagar,1 BHK,640.0,1.0,20.5,1
5313,Neeladri Nagar,10 BHK,4000.0,12.0,160.0,10
5314,Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2
5315,Neeladri Nagar,2 BHK,1100.0,2.0,30.0,2
5316,Neeladri Nagar,3 BHK,2111.0,3.0,103.0,3
5317,Nehru Nagar,3 BHK,1775.0,3.0,110.0,3
5318,Nehru Nagar,4 BHK,2363.0,5.0,120.0,4
5319,Nehru Nagar,4 BHK,2342.0,3.0,115.0,4
5320,Nehru Nagar,2 BHK,967.0,2.0,41.1,2
5321,Nehru Nagar,3 BHK,1374.0,3.0,72.0,3
5322,Nehru Nagar,3 BHK,1674.0,3.0,90.0,3
5323,Nehru Nagar,3 BHK,1269.0,2.0,63.0,3
5324,Nehru Nagar,2 BHK,1100.0,2.0,50.0,2
5325,Nehru Nagar,3 BHK,1674.0,3.0,81.0,3
5326,OMBR Layout,3 BHK,2420.0,3.0,185.0,3
5327,OMBR Layout,2 BHK,1078.0,2.0,65.0,2
5328,OMBR Layout,2 BHK,1101.0,2.0,65.5,2
5329,OMBR Layout,2 BHK,1041.0,2.0,65.5,2
5330,OMBR Layout,2 BHK,1300.0,2.0,80.0,2
5331,OMBR Layout,2 BHK,1085.0,2.0,64.0,2
5332,OMBR Layout,3 BHK,1855.0,3.0,145.0,3
5333,OMBR Layout,2 BHK,1050.0,2.0,48.0,2
5335,OMBR Layout,2 BHK,1165.0,2.0,88.5,2
5336,OMBR Layout,2 BHK,1101.0,2.0,66.0,2
5337,OMBR Layout,4 BHK,3400.0,4.0,275.0,4
5339,Old Airport Road,4 BHK,2732.0,4.0,204.0,4
5341,Old Airport Road,4 BHK,3356.0,4.0,251.0,4
5342,Old Airport Road,2 BHK,1206.0,2.0,75.0,2
5343,Old Airport Road,4 BHK,2774.0,4.0,207.0,4
5344,Old Airport Road,4 BHK,2690.0,4.0,191.0,4
5345,Old Airport Road,4 BHK,2690.0,4.0,199.0,4
5346,Old Airport Road,2 BHK,1655.0,2.0,97.65,2
5347,Old Airport Road,2 BHK,1075.0,2.0,60.0,2
5348,Old Airport Road,3 BHK,1858.0,2.0,167.0,3
5349,Old Airport Road,2 BHK,1150.0,2.0,90.0,2
5350,Old Airport Road,4 BHK,2690.0,4.0,191.0,4
5351,Old Airport Road,4 BHK,2658.0,5.0,187.0,4
5352,Old Airport Road,2 BHK,946.0,2.0,58.0,2
5353,Old Airport Road,4 BHK,2774.0,4.0,208.0,4
5354,Old Airport Road,4 BHK,2774.0,4.0,208.0,4
5355,Old Airport Road,4 BHK,3200.0,4.0,280.0,4
5356,Old Airport Road,4 BHK,2690.0,4.0,201.0,4
5357,Old Airport Road,2 BHK,1145.0,2.0,75.0,2
5358,Old Airport Road,4 BHK,2732.0,4.0,194.0,4
5359,Old Airport Road,4 BHK,2658.0,5.0,189.0,4
5360,Old Airport Road,4 BHK,2774.0,4.0,197.0,4
5361,Old Airport Road,4 BHK,3496.0,4.0,262.0,4
5362,Old Airport Road,4 BHK,2774.0,4.0,197.0,4
5363,Old Airport Road,4 BHK,2732.0,4.0,204.0,4
5364,Old Airport Road,3 BHK,1798.0,3.0,150.0,3
5365,Old Airport Road,4 BHK,2774.0,4.0,208.0,4
5366,Old Airport Road,2 BHK,1184.0,2.0,78.0,2
5367,Old Airport Road,4 BHK,3504.0,4.0,262.0,4
5368,Old Airport Road,2 BHK,1055.0,2.0,75.0,2
5369,Old Madras Road,3 BHK,1425.0,2.0,94.0,3
5370,Old Madras Road,4 BHK,3715.0,6.0,224.5,4
5373,Old Madras Road,2 BHK,935.0,2.0,45.0,2
5375,Old Madras Road,3 BHK,1720.0,3.0,100.0,3
5376,Old Madras Road,2 BHK,1200.0,2.0,72.0,2
5377,Old Madras Road,2 BHK,1225.0,2.0,53.55,2
5378,Old Madras Road,2 BHK,1100.0,2.0,70.0,2
5379,Old Madras Road,3 BHK,2760.0,5.0,157.0,3
5380,Old Madras Road,2 BHK,1171.0,2.0,75.0,2
5381,Old Madras Road,2 BHK,935.0,2.0,45.0,2
5382,Old Madras Road,5 BHK,4500.0,7.0,294.0,5
5384,Old Madras Road,2 BHK,1065.0,2.0,47.86,2
5385,Old Madras Road,4 BHK,2010.0,3.0,125.0,4
5387,Old Madras Road,3 BHK,1480.0,2.0,84.0,3
5388,Old Madras Road,3 BHK,2990.0,5.0,210.0,3
5389,Old Madras Road,2 BHK,1210.0,2.0,74.0,2
5390,Old Madras Road,2 BHK,1171.0,2.0,72.0,2
5392,Old Madras Road,3 BHK,1480.0,3.0,95.0,3
5394,Old Madras Road,2 BHK,1210.0,2.0,80.0,2
5395,Old Madras Road,3 BHK,1859.0,3.0,121.0,3
5396,Old Madras Road,3 BHK,2990.0,5.0,173.0,3
5399,Old Madras Road,3 Bedroom,2300.0,3.0,142.0,3
5401,Old Madras Road,2 BHK,1210.0,2.0,80.0,2
5402,Old Madras Road,2 BHK,1210.0,2.0,77.0,2
5403,Old Madras Road,5 BHK,5020.0,7.0,287.0,5
5405,Old Madras Road,2 BHK,1330.0,2.0,74.0,2
5406,Old Madras Road,3 BHK,1720.0,3.0,106.0,3
5407,Old Madras Road,3 BHK,2640.0,5.0,150.0,3
5408,Old Madras Road,3 BHK,2990.0,3.0,170.0,3
5410,Old Madras Road,2 BHK,1171.0,2.0,73.0,2
5411,Old Madras Road,3 BHK,1630.0,3.0,110.0,3
5412,Old Madras Road,2 BHK,1165.0,2.0,52.0,2
5413,Old Madras Road,2 BHK,2640.0,2.0,170.0,2
5414,Old Madras Road,2 BHK,1165.0,2.0,51.42,2
5415,Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2
5416,Padmanabhanagar,2 BHK,1176.0,2.0,62.0,2
5417,Padmanabhanagar,2 BHK,1258.0,2.0,115.0,2
5419,Padmanabhanagar,2 BHK,1100.0,2.0,65.0,2
5420,Padmanabhanagar,4 Bedroom,3400.0,3.0,210.0,4
5424,Padmanabhanagar,3 Bedroom,4500.0,4.0,360.0,3
5425,Padmanabhanagar,2 BHK,1200.0,2.0,60.0,2
5427,Padmanabhanagar,2 BHK,1000.0,1.0,90.0,2
5428,Padmanabhanagar,2 BHK,1067.0,2.0,52.0,2
5432,Padmanabhanagar,2 BHK,1100.0,2.0,60.0,2
5433,Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3
5434,Padmanabhanagar,3 BHK,2051.0,3.0,170.0,3
5435,Pai Layout,2 BHK,1006.0,2.0,35.0,2
5436,Pai Layout,3 BHK,1550.0,2.0,90.0,3
5437,Pai Layout,2 BHK,1050.0,2.0,40.0,2
5438,Pai Layout,3 BHK,1400.0,2.0,67.0,3
5439,Pai Layout,2 BHK,1100.0,2.0,50.0,2
5440,Pai Layout,2 BHK,1255.0,2.0,80.0,2
5441,Pai Layout,2 BHK,1075.0,2.0,35.0,2
5442,Pai Layout,2 BHK,1400.0,2.0,57.5,2
5443,Pai Layout,2 BHK,1175.0,2.0,60.0,2
5444,Pai Layout,2 BHK,810.0,2.0,34.5,2
5445,Pai Layout,2 BHK,1000.0,2.0,34.0,2
5446,Pai Layout,2 BHK,1000.0,2.0,42.0,2
5447,Pai Layout,6 Bedroom,3800.0,6.0,175.0,6
5448,Pai Layout,2 BHK,1068.0,2.0,48.0,2
5449,Pai Layout,3 BHK,1510.0,2.0,65.0,3
5452,Panathur,2 BHK,1359.0,2.0,87.0,2
5453,Panathur,2 BHK,1438.0,2.0,100.0,2
5454,Panathur,3 BHK,1688.0,3.0,118.0,3
5456,Panathur,2 BHK,1198.0,2.0,77.0,2
5457,Panathur,2 BHK,1180.0,2.0,70.0,2
5458,Panathur,3 BHK,1546.0,3.0,99.0,3
5460,Panathur,2 BHK,1000.0,2.0,65.3,2
5461,Panathur,2 BHK,1109.0,2.0,63.0,2
5462,Panathur,2 BHK,1000.0,2.0,68.0,2
5463,Panathur,2 BHK,1255.0,2.0,79.0,2
5464,Panathur,2 BHK,1205.0,2.0,62.9,2
5465,Panathur,2 BHK,1198.0,2.0,82.0,2
5466,Panathur,2 BHK,1235.0,2.0,65.0,2
5467,Panathur,2 BHK,1210.0,2.0,80.0,2
5468,Panathur,2 BHK,1210.0,2.0,77.0,2
5469,Panathur,1 BHK,661.0,1.0,40.0,1
5470,Panathur,2 BHK,1210.0,2.0,78.0,2
5472,Panathur,2 BHK,1050.0,2.0,60.0,2
5473,Panathur,2 BHK,1398.0,2.0,97.0,2
5474,Panathur,2 BHK,1065.0,2.0,58.0,2
5475,Panathur,2 BHK,1007.0,2.0,64.0,2
5476,Panathur,2 BHK,1210.0,2.0,77.93,2
5477,Panathur,2 BHK,1230.0,2.0,80.0,2
5478,Panathur,2 BHK,980.0,2.0,57.0,2
5479,Panathur,2 BHK,1075.0,2.0,60.0,2
5480,Panathur,2 BHK,1210.0,2.0,69.0,2
5481,Panathur,2 BHK,1343.0,2.0,76.0,2
5482,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
5483,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
5484,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2
5485,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
5486,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2
5487,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
5488,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
5489,Parappana Agrahara,2 BHK,1092.0,2.0,43.0,2
5490,Parappana Agrahara,2 BHK,1194.0,2.0,45.0,2
5491,Parappana Agrahara,1 Bedroom,1200.0,1.0,45.0,1
5492,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2
5493,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
5494,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
5495,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2
5496,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2
5497,Pattandur Agrahara,3 BHK,1550.0,2.0,80.0,3
5498,Pattandur Agrahara,2 BHK,1025.0,2.0,44.5,2
5499,Pattandur Agrahara,2 BHK,1247.0,2.0,59.8,2
5500,Pattandur Agrahara,2 BHK,900.0,2.0,42.0,2
5501,Pattandur Agrahara,2 BHK,1302.0,2.0,66.0,2
5502,Pattandur Agrahara,3 BHK,1550.0,2.0,80.0,3
5503,Pattandur Agrahara,2 BHK,1247.0,2.0,62.35,2
5504,Pattandur Agrahara,2 BHK,1350.0,2.0,68.0,2
5505,Poorna Pragna Layout,2 BHK,920.0,2.0,39.55,2
5508,Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2
5511,Poorna Pragna Layout,2 BHK,965.0,2.0,48.0,2
5516,Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2
5518,Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2
5521,Poorna Pragna Layout,2 BHK,960.0,2.0,50.0,2
5523,Prithvi Layout,4 Bedroom,2028.0,4.0,162.0,4
5524,Prithvi Layout,2 BHK,1352.0,2.0,87.5,2
5525,Prithvi Layout,2 BHK,1190.0,2.0,68.0,2
5526,Prithvi Layout,2 BHK,1352.0,2.0,85.0,2
5527,Prithvi Layout,2 BHK,1352.0,2.0,75.0,2
5528,Prithvi Layout,3 Bedroom,2273.0,4.0,220.0,3
5529,Prithvi Layout,2 BHK,1352.0,3.0,93.0,2
5530,Prithvi Layout,3 Bedroom,2273.0,4.0,192.0,3
5531,Prithvi Layout,2 BHK,1352.0,2.0,72.0,2
5534,R.T. Nagar,2 Bedroom,1200.0,2.0,120.0,2
5536,R.T. Nagar,2 BHK,1040.0,2.0,46.0,2
5537,R.T. Nagar,2 BHK,1200.0,2.0,45.0,2
5538,R.T. Nagar,2 BHK,1235.0,2.0,65.0,2
5539,R.T. Nagar,3 Bedroom,1140.0,3.0,130.0,3
5540,R.T. Nagar,2 BHK,970.0,2.0,55.0,2
5541,R.T. Nagar,3 BHK,1560.0,3.0,125.0,3
5542,R.T. Nagar,2 BHK,1200.0,2.0,60.0,2
5545,R.T. Nagar,3 Bedroom,1200.0,3.0,140.0,3
5546,R.T. Nagar,2 Bedroom,1100.0,3.0,125.0,2
5547,R.T. Nagar,2 BHK,1150.0,2.0,72.0,2
5548,R.T. Nagar,4 Bedroom,1500.0,4.0,185.0,4
5549,R.T. Nagar,9 Bedroom,3600.0,8.0,165.0,9
5550,R.T. Nagar,2 BHK,1080.0,2.0,48.0,2
5551,R.T. Nagar,2 BHK,1325.0,2.0,52.0,2
5553,R.T. Nagar,3 Bedroom,1300.0,3.0,145.0,3
5555,R.T. Nagar,2 BHK,1100.0,2.0,85.0,2
5556,R.T. Nagar,3 BHK,1667.0,3.0,130.0,3
